,sample_uid,tipnamecodes,matrix.species,matrix.subspecies,aos.howardmoore.species,aos.clements.species,iucn.species,howardmoore.family,jetz.species,notes
2898,1506,Phace_rufons_L32845,Phacellodomus rufifrons,peruvianus,Phacellodomus rufifrons,Phacellodomus rufifrons,Phacellodomus rufifrons,Furnariidae,,
2899,1504,Phace_rufons_GGDL26,Phacellodomus rufifrons,rufifrons,Phacellodomus rufifrons,Phacellodomus rufifrons,Phacellodomus rufifrons,Furnariidae,,
2900,200091,Phace_rufons_AALP216,Phacellodomus rufifrons,sincipitalis,Phacellodomus rufifrons,Phacellodomus rufifrons,Phacellodomus rufifrons,Furnariidae,,
2901,1504,Phace_rufons_GGDL26,Phacellodomus rufifrons,rufifrons,Phacellodomus rufifrons,Phacellodomus rufifrons,Phacellodomus rufifrons,Furnariidae,,
2902,1506,Phace_rufons_L32845,Phacellodomus rufifrons,peruvianus,Phacellodomus rufifrons,Phacellodomus rufifrons,Phacellodomus rufifrons,Furnariidae,,
2903,200091,Phace_rufons_AALP216,Phacellodomus rufifrons,sincipitalis,Phacellodomus rufifrons,Phacellodomus rufifrons,Phacellodomus rufifrons,Furnariidae,,
2904,1508,Phace_rufons_COPJPL311,Phacellodomus rufifrons,inornatus,Phacellodomus rufifrons,Phacellodomus rufifrons,Phacellodomus inornatus,Furnariidae,,
2905,1504,Phace_rufons_GGDL26,Phacellodomus rufifrons,rufifrons,Phacellodomus rufifrons,Phacellodomus rufifrons,Phacellodomus rufifrons,Furnariidae,,
2906,1506,Phace_rufons_L32845,Phacellodomus rufifrons,peruvianus,Phacellodomus rufifrons,Phacellodomus rufifrons,Phacellodomus rufifrons,Furnariidae,,
2907,1508,Phace_rufons_COPJPL311,Phacellodomus rufifrons,inornatus,Phacellodomus rufifrons,Phacellodomus rufifrons,Phacellodomus inornatus,Furnariidae,,
2908,1512,Phace_sibtri_L19109,Phacellodomus sibilatrix,-,Phacellodomus sibilatrix,Phacellodomus sibilatrix,Phacellodomus sibilatrix,Furnariidae,,
2909,1512,Phace_sibtri_L19109,Phacellodomus sibilatrix,-,Phacellodomus sibilatrix,Phacellodomus sibilatrix,Phacellodomus sibilatrix,Furnariidae,,
2910,1512,Phace_sibtri_L19109,Phacellodomus sibilatrix,-,Phacellodomus sibilatrix,Phacellodomus sibilatrix,Phacellodomus sibilatrix,Furnariidae,,
2911,200092,Phace_strcep_L61429,Phacellodomus striaticeps,griseipectus,Phacellodomus striaticeps,Phacellodomus striaticeps,Phacellodomus striaticeps,Furnariidae,,
2912,200092,Phace_strcep_L61429,Phacellodomus striaticeps,griseipectus,Phacellodomus striaticeps,Phacellodomus striaticeps,Phacellodomus striaticeps,Furnariidae,,
2913,1511,Phace_strcep_LSUMZ106732,Phacellodomus striaticeps,striaticeps,Phacellodomus striaticeps,Phacellodomus striaticeps,Phacellodomus striaticeps,Furnariidae,,
2914,200562,Phace_strcep_LSUMZ61414,Phacellodomus striaticeps,griseipectus,Phacellodomus striaticeps,Phacellodomus striaticeps,Phacellodomus striaticeps,Furnariidae,,
2915,200563,Phace_strcep_LSUMZ49649,Phacellodomus striaticeps,,NA,NA,NA,Furnariidae,,
2916,1518,Phace_strcol_CU50657,Phacellodomus striaticollis,-,Phacellodomus striaticollis,Phacellodomus striaticollis,Phacellodomus striaticollis,Furnariidae,,
2917,1518,Phace_strcol_CU50657,Phacellodomus striaticollis,-,Phacellodomus striaticollis,Phacellodomus striaticollis,Phacellodomus striaticollis,Furnariidae,,
2918,1518,Phace_strcol_CU50657,Phacellodomus striaticollis,-,Phacellodomus striaticollis,Phacellodomus striaticollis,Phacellodomus striaticollis,Furnariidae,,
2919,707,Phaeno_mclea_L52937,Phaenostictus mcleannani,mcleannani,Phaenostictus mcleannani,Phaenostictus mcleannani,Phaenostictus mcleannani,Thamnophilidae,,
2920,707,Phaeno_mclea_L52937,Phaenostictus mcleannani,mcleannani,Phaenostictus mcleannani,Phaenostictus mcleannani,Phaenostictus mcleannani,Thamnophilidae,,
2921,707,Phaeno_mclea_L52937,Phaenostictus mcleannani,mcleannani,Phaenostictus mcleannani,Phaenostictus mcleannani,Phaenostictus mcleannani,Thamnophilidae,,
2922,1959,Phaeo_murina_L48589,Phaeomyias murina,incomta?,Phaeomyias murina,Phaeomyias murina,Phaeomyias murina,Tyrannidae,,
2923,1959,Phaeo_murina_L48589,Phaeomyias murina,incomta?,Phaeomyias murina,Phaeomyias murina,Phaeomyias murina,Tyrannidae,,
2924,1958,Phaeo_murina_L90440,Phaeomyias murina,incomta,Phaeomyias murina,Phaeomyias murina,Phaeomyias murina,Tyrannidae,,
2925,200456,Phaeo_murina_LSUMZ180,Phaeomyias murina,,Phaeomyias murina,Phaeomyias murina,Phaeomyias tumbezana,Tyrannidae,,
2926,1963,Phaeo_murina_LSUMZ456,Phaeomyias murina,inflava,Phaeomyias murina,Phaeomyias murina,Phaeomyias tumbezana,Tyrannidae,,
2927,1965,Phaeo_murina_LSUMZ48557,Phaeomyias murina,murina?,Phaeomyias murina,Phaeomyias murina,Phaeomyias murina,Tyrannidae,,
2928,1959,Phaeo_murina_L48589,Phaeomyias murina,incomta?,Phaeomyias murina,Phaeomyias murina,Phaeomyias murina,Tyrannidae,,
2929,1958,Phaeo_murina_L90440,Phaeomyias murina,incomta,Phaeomyias murina,Phaeomyias murina,Phaeomyias murina,Tyrannidae,,
2930,200456,Phaeo_murina_LSUMZ180,Phaeomyias murina,,Phaeomyias murina,Phaeomyias murina,Phaeomyias tumbezana,Tyrannidae,,
2931,1963,Phaeo_murina_LSUMZ456,Phaeomyias murina,inflava,Phaeomyias murina,Phaeomyias murina,Phaeomyias tumbezana,Tyrannidae,,
2932,1965,Phaeo_murina_LSUMZ48557,Phaeomyias murina,murina?,Phaeomyias murina,Phaeomyias murina,Phaeomyias murina,Tyrannidae,,
2933,200564,Phaeo_murina_LSUMZ33372,Phaeomyias murina,maranonica,Phaeomyias murina,Phaeomyias murina,Phaeomyias tumbezana,Tyrannidae,,
2934,2705,Phelps_inoata_IC38372,Phelpsia inornata,-,Phelpsia inornata,Phelpsia inornata,Phelpsia inornata,Tyrannidae,,
2935,2705,Phelps_inoata_IC38372,Phelpsia inornata,-,Phelpsia inornata,Phelpsia inornata,Phelpsia inornata,Tyrannidae,,
2936,2705,Phelps_inoata_IC38372,Phelpsia inornata,-,Phelpsia inornata,Phelpsia inornata,Phelpsia inornata,Tyrannidae,,
2937,3227,Phibal_flaviro_SP88683,Phibalura flavirostris,flavirostris,Phibalura flavirostris,Phibalura flavirostris,Phibalura flavirostris,Cotingidae,,
2938,3227,Phibal_flaviro_SP88683,Phibalura flavirostris,flavirostris,Phibalura flavirostris,Phibalura flavirostris,Phibalura flavirostris,Cotingidae,,
2939,3227,Phibal_flaviro_SP88683,Phibalura flavirostris,flavirostris,Phibalura flavirostris,Phibalura flavirostris,Phibalura flavirostris,Cotingidae,,
2940,NA,,Phibalura flavirostris,,Phibalura flavirostris,Phibalura flavirostris,Phibalura boliviana,Cotingidae,,missing from tree and split by IUCN
2941,31,Philep_casnea_F438676,Philepitta castanea,-,Philepitta castanea,Philepitta castanea,Philepitta castanea,Philepittidae,,
2942,31,Philep_casnea_F438676,Philepitta castanea,-,Philepitta castanea,Philepitta castanea,Philepitta castanea,Philepittidae,,
2943,33,Philep_schgel_F431191,Philepitta schlegeli,-,Philepitta schlegeli,Philepitta schlegeli,Philepitta schlegeli,Philepittidae,,
2944,33,Philep_schgel_F431191,Philepitta schlegeli,-,Philepitta schlegeli,Philepitta schlegeli,Philepitta schlegeli,Philepittidae,,
2945,1380,Phily_atrpil_L25854,Philydor atricapillus,-,Philydor atricapillus,Philydor atricapillus,Philydor atricapillus,Furnariidae,,
2946,1380,Phily_atrpil_L25854,Philydor atricapillus,-,Philydor atricapillus,Philydor atricapillus,Philydor atricapillus,Furnariidae,,
2947,1380,Phily_atrpil_L25854,Philydor atricapillus,-,Philydor atricapillus,Philydor atricapillus,Philydor atricapillus,Furnariidae,,
2948,1374,Phily_erycum_L6965,Philydor erythrocercum,subfulvum,Philydor erythrocercum,Philydor erythrocercum,Philydor erythrocercum,Furnariidae,,
2949,1374,Phily_erycum_L6965,Philydor erythrocercum,subfulvum,Philydor erythrocercum,Philydor erythrocercum,Philydor erythrocercum,Furnariidae,,
2950,1376,Phily_eryrum_L10571,Philydor erythropterum,erythropterum,Philydor erythropterum,Philydor erythropterum,Philydor erythropterum,Furnariidae,,
2951,1376,Phily_eryrum_L10571,Philydor erythropterum,erythropterum,Philydor erythropterum,Philydor erythropterum,Philydor erythropterum,Furnariidae,,
2952,1376,Phily_eryrum_L10571,Philydor erythropterum,erythropterum,Philydor erythropterum,Philydor erythropterum,Philydor erythropterum,Furnariidae,,
2953,1372,Phily_fuscen_L2250,Philydor fuscipenne,erythronotum_,Philydor fuscipenne,Philydor fuscipenne,Philydor fuscipenne,Furnariidae,,
2954,1372,Phily_fuscen_L2250,Philydor fuscipenne,erythronotum_,Philydor fuscipenne,Philydor fuscipenne,Philydor fuscipenne,Furnariidae,,
2955,1372,Phily_fuscen_L2250,Philydor fuscipenne,erythronotum_,Philydor fuscipenne,Philydor fuscipenne,Philydor fuscipenne,Furnariidae,,
2956,NA,,Philydor novaesi,,Philydor novaesi,Philydor novaesi,Philydor novaesi,Furnariidae,,missing from tree
2957,1384,Phily_pyrdes_L10585,Philydor pyrrhodes,-,Philydor pyrrhodes,Philydor pyrrhodes,Philydor pyrrhodes,Furnariidae,,
2958,1384,Phily_pyrdes_L10585,Philydor pyrrhodes,-,Philydor pyrrhodes,Philydor pyrrhodes,Philydor pyrrhodes,Furnariidae,,
2959,1384,Phily_pyrdes_L10585,Philydor pyrrhodes,-,Philydor pyrrhodes,Philydor pyrrhodes,Philydor pyrrhodes,Furnariidae,,
2960,1382,Phily_rufum_L40199,Philydor rufum,riveti,Philydor rufum,Philydor rufum,Philydor rufum,Furnariidae,,
2961,1382,Phily_rufum_L40199,Philydor rufum,riveti,Philydor rufum,Philydor rufum,Philydor rufum,Furnariidae,,
2962,1382,Phily_rufum_L40199,Philydor rufum,riveti,Philydor rufum,Philydor rufum,Philydor rufum,Furnariidae,,
2963,705,Phlego_borba_LGEMAP44,Phlegopsis borbae,-,Phlegopsis borbae,Phlegopsis borbae,Phlegopsis borbae,Thamnophilidae,,
2964,703,Phlego_eryera_LSU2707,Phlegopsis erythroptera,erythroptera,Phlegopsis erythroptera,Phlegopsis erythroptera,Phlegopsis erythroptera,Thamnophilidae,,
2965,703,Phlego_eryera_LSU2707,Phlegopsis erythroptera,erythroptera,Phlegopsis erythroptera,Phlegopsis erythroptera,Phlegopsis erythroptera,Thamnophilidae,,
2966,703,Phlego_eryera_LSU2707,Phlegopsis erythroptera,erythroptera,Phlegopsis erythroptera,Phlegopsis erythroptera,Phlegopsis erythroptera,Thamnophilidae,,
2967,701,Phlego_nigromac_L2813,Phlegopsis nigromaculata,nigromaculata,Phlegopsis nigromaculata,Phlegopsis nigromaculata,Phlegopsis nigromaculata,Thamnophilidae,,
2968,701,Phlego_nigromac_L2813,Phlegopsis nigromaculata,nigromaculata,Phlegopsis nigromaculata,Phlegopsis nigromaculata,Phlegopsis nigromaculata,Thamnophilidae,,
2969,701,Phlego_nigromac_L2813,Phlegopsis nigromaculata,nigromaculata,Phlegopsis nigromaculata,Phlegopsis nigromaculata,Phlegopsis nigromaculata,Thamnophilidae,,
2970,701,Phlego_nigromac_L2813,Phlegopsis nigromaculata,nigromaculata,Phlegopsis nigromaculata,Phlegopsis nigromaculata,Phlegopsis nigromaculata,Thamnophilidae,,
2971,1308,Phleoc_melops_A12102,Phleocryptes melanops,melanops,Phleocryptes melanops,Phleocryptes melanops,Phleocryptes melanops,Furnariidae,,
2972,1310,Phleoc_melops_LSUMZ48230,Phleocryptes melanops,?,Phleocryptes melanops,Phleocryptes melanops,Phleocryptes melanops,Furnariidae,,
2973,1308,Phleoc_melops_A12102,Phleocryptes melanops,melanops,Phleocryptes melanops,Phleocryptes melanops,Phleocryptes melanops,Furnariidae,,
2974,1310,Phleoc_melops_LSUMZ48230,Phleocryptes melanops,?,Phleocryptes melanops,Phleocryptes melanops,Phleocryptes melanops,Furnariidae,,
2975,200576,Phleoc_melops_LSUMZ48225,Phleocryptes melanops,?,Phleocryptes melanops,Phleocryptes melanops,Phleocryptes melanops,Furnariidae,,
2976,2951,Phoeni_carni_K1252,Phoenicircus carnifex,-,Phoenicircus carnifex,Phoenicircus carnifex,Phoenicircus carnifex,Cotingidae,,
2977,2951,Phoeni_carni_K1252,Phoenicircus carnifex,-,Phoenicircus carnifex,Phoenicircus carnifex,Phoenicircus carnifex,Cotingidae,,
2978,2951,Phoeni_carni_K1252,Phoenicircus carnifex,-,Phoenicircus carnifex,Phoenicircus carnifex,Phoenicircus carnifex,Cotingidae,,
2979,2953,Phoeni_nigcol_A14164,Phoenicircus nigricollis,-,Phoenicircus nigricollis,Phoenicircus nigricollis,Phoenicircus nigricollis,Cotingidae,,
2980,2953,Phoeni_nigcol_A14164,Phoenicircus nigricollis,-,Phoenicircus nigricollis,Phoenicircus nigricollis,Phoenicircus nigricollis,Cotingidae,,
2981,1794,Phymyi_burme_L5455,Phyllomyias burmeisteri,zeledoni,Phyllomyias burmeisteri,Phyllomyias burmeisteri,Phyllomyias zeledoni,Tyrannidae,,
2982,1792,Phymyi_burme_SP92440,Phyllomyias burmeisteri,burmeisteri,Phyllomyias burmeisteri,Phyllomyias burmeisteri,Phyllomyias burmeisteri,Tyrannidae,,
2983,1794,Phymyi_burme_L5455,Phyllomyias burmeisteri,zeledoni,Phyllomyias burmeisteri,Phyllomyias burmeisteri,Phyllomyias zeledoni,Tyrannidae,,
2984,1792,Phymyi_burme_SP92440,Phyllomyias burmeisteri,burmeisteri,Phyllomyias burmeisteri,Phyllomyias burmeisteri,Phyllomyias burmeisteri,Tyrannidae,,
2985,1794,Phymyi_burme_L5455,Phyllomyias burmeisteri,zeledoni,Phyllomyias burmeisteri,Phyllomyias burmeisteri,Phyllomyias zeledoni,Tyrannidae,,
2986,1792,Phymyi_burme_SP92440,Phyllomyias burmeisteri,burmeisteri,Phyllomyias burmeisteri,Phyllomyias burmeisteri,Phyllomyias burmeisteri,Tyrannidae,,
2987,1813,Phymyi_cincep_L32751,Phyllomyias cinereiceps,-,Phyllomyias cinereiceps,Phyllomyias cinereiceps,Phyllomyias cinereiceps,Tyrannidae,,
2988,1813,Phymyi_cincep_L32751,Phyllomyias cinereiceps,-,Phyllomyias cinereiceps,Phyllomyias cinereiceps,Phyllomyias cinereiceps,Tyrannidae,,
2989,1813,Phymyi_cincep_L32751,Phyllomyias cinereiceps,-,Phyllomyias cinereiceps,Phyllomyias cinereiceps,Phyllomyias cinereiceps,Tyrannidae,,
2990,1807,Phymyi_fastus_SP93548,Phyllomyias fasciatus,brevirostris,Phyllomyias fasciatus,Phyllomyias fasciatus,Phyllomyias fasciatus,Tyrannidae,,
2991,1807,Phymyi_fastus_SP93548,Phyllomyias fasciatus,brevirostris,Phyllomyias fasciatus,Phyllomyias fasciatus,Phyllomyias fasciatus,Tyrannidae,,
2992,1807,Phymyi_fastus_SP93548,Phyllomyias fasciatus,brevirostris,Phyllomyias fasciatus,Phyllomyias fasciatus,Phyllomyias fasciatus,Tyrannidae,,
2993,1809,Phymyi_gricep_SB14160,Phyllomyias griseiceps,unknown,Phyllomyias griseiceps,Phyllomyias griseiceps,Phyllomyias griseiceps,Tyrannidae,,
2994,1809,Phymyi_gricep_SB14160,Phyllomyias griseiceps,unknown,Phyllomyias griseiceps,Phyllomyias griseiceps,Phyllomyias griseiceps,Tyrannidae,,
2995,1819,Phymyi_griola_SPML158,Phyllomyias griseocapilla,-,Phyllomyias griseocapilla,Phyllomyias griseocapilla,Phyllomyias griseocapilla,Tyrannidae,,
2996,1819,Phymyi_griola_SPML158,Phyllomyias griseocapilla,-,Phyllomyias griseocapilla,Phyllomyias griseocapilla,Phyllomyias griseocapilla,Tyrannidae,,
2997,1819,Phymyi_griola_SPML158,Phyllomyias griseocapilla,-,Phyllomyias griseocapilla,Phyllomyias griseocapilla,Phyllomyias griseocapilla,Tyrannidae,,
2998,1811,Phymyi_nigropil_L34749,Phyllomyias nigrocapillus,nigrocapillus,Phyllomyias nigrocapillus,Phyllomyias nigrocapillus,Phyllomyias nigrocapillus,Tyrannidae,,
2999,1811,Phymyi_nigropil_L34749,Phyllomyias nigrocapillus,nigrocapillus,Phyllomyias nigrocapillus,Phyllomyias nigrocapillus,Phyllomyias nigrocapillus,Tyrannidae,,
3000,1811,Phymyi_nigropil_L34749,Phyllomyias nigrocapillus,nigrocapillus,Phyllomyias nigrocapillus,Phyllomyias nigrocapillus,Phyllomyias nigrocapillus,Tyrannidae,,
3001,1817,Phymyi_plucep_L44287,Phyllomyias plumbeiceps,-,Phyllomyias plumbeiceps,Phyllomyias plumbeiceps,Phyllomyias plumbeiceps,Tyrannidae,,
3002,1817,Phymyi_plucep_L44287,Phyllomyias plumbeiceps,-,Phyllomyias plumbeiceps,Phyllomyias plumbeiceps,Phyllomyias plumbeiceps,Tyrannidae,,
3003,1817,Phymyi_plucep_L44287,Phyllomyias plumbeiceps,-,Phyllomyias plumbeiceps,Phyllomyias plumbeiceps,Phyllomyias plumbeiceps,Tyrannidae,,
3004,1800,Phymyi_reiser_MZUSP51943,Phyllomyias reiseri,?,Phyllomyias reiseri,Phyllomyias reiseri,Phyllomyias reiseri,Tyrannidae,,
3005,1799,Phymyi_reiser_MZUSP51944,Phyllomyias reiseri,?,Phyllomyias reiseri,Phyllomyias reiseri,Phyllomyias reiseri,Tyrannidae,,
3006,1800,Phymyi_reiser_MZUSP51943,Phyllomyias reiseri,?,Phyllomyias reiseri,Phyllomyias reiseri,Phyllomyias reiseri,Tyrannidae,,
3007,1799,Phymyi_reiser_MZUSP51944,Phyllomyias reiseri,?,Phyllomyias reiseri,Phyllomyias reiseri,Phyllomyias reiseri,Tyrannidae,,
3008,1803,Phymyi_scleri_L38286,Phyllomyias sclateri,sclateri,Phyllomyias sclateri,Phyllomyias sclateri,Phyllomyias sclateri,Tyrannidae,,
3009,1803,Phymyi_scleri_L38286,Phyllomyias sclateri,sclateri,Phyllomyias sclateri,Phyllomyias sclateri,Phyllomyias sclateri,Tyrannidae,,
3010,1803,Phymyi_scleri_L38286,Phyllomyias sclateri,sclateri,Phyllomyias sclateri,Phyllomyias sclateri,Phyllomyias sclateri,Tyrannidae,,
3011,200457,Phymyi_urichi_FMNH92193,Phyllomyias urichi,,Phyllomyias urichi,Phyllomyias urichi,Phyllomyias urichi,Tyrannidae,,
3012,200457,Phymyi_urichi_FMNH92193,Phyllomyias urichi,,Phyllomyias urichi,Phyllomyias urichi,Phyllomyias urichi,Tyrannidae,,
3013,1815,Phymyi_urolis_L1222,Phyllomyias uropygialis,-,Phyllomyias uropygialis,Phyllomyias uropygialis,Phyllomyias uropygialis,Tyrannidae,,
3014,1815,Phymyi_urolis_L1222,Phyllomyias uropygialis,-,Phyllomyias uropygialis,Phyllomyias uropygialis,Phyllomyias uropygialis,Tyrannidae,,
3015,1815,Phymyi_urolis_L1222,Phyllomyias uropygialis,-,Phyllomyias uropygialis,Phyllomyias uropygialis,Phyllomyias uropygialis,Tyrannidae,,
3016,1797,Phymyi_vircen_SP93543,Phyllomyias virescens,?,Phyllomyias virescens,Phyllomyias virescens,Phyllomyias virescens,Tyrannidae,,
3017,1797,Phymyi_vircen_SP93543,Phyllomyias virescens,?,Phyllomyias virescens,Phyllomyias virescens,Phyllomyias virescens,Tyrannidae,,
3018,200094,Phymyi_vircen_SPML156,Phyllomyias virescens,-,Phyllomyias virescens,Phyllomyias virescens,Phyllomyias virescens,Tyrannidae,,
3019,1797,Phymyi_vircen_SP93543,Phyllomyias virescens,?,Phyllomyias virescens,Phyllomyias virescens,Phyllomyias virescens,Tyrannidae,,
3020,200094,Phymyi_vircen_SPML156,Phyllomyias virescens,-,Phyllomyias virescens,Phyllomyias virescens,Phyllomyias virescens,Tyrannidae,,
3021,1805,Phymyi_weeden_L58430,Phyllomyias weedeni,-,Phyllomyias weedeni,Phyllomyias weedeni,Phyllomyias weedeni,Tyrannidae,,
3022,1805,Phymyi_weeden_L58430,Phyllomyias weedeni,-,Phyllomyias weedeni,Phyllomyias weedeni,Phyllomyias weedeni,Tyrannidae,,
3023,1805,Phymyi_weeden_L58430,Phyllomyias weedeni,-,Phyllomyias weedeni,Phyllomyias weedeni,Phyllomyias weedeni,Tyrannidae,,
3024,2078,Physca_beck_L26328,Phylloscartes beckeri,-,Phylloscartes beckeri,Phylloscartes beckeri,Phylloscartes beckeri,Pipromorphidae,,
3025,2078,Physca_beck_L26328,Phylloscartes beckeri,-,Phylloscartes beckeri,Phylloscartes beckeri,Phylloscartes beckeri,Pipromorphidae,,
3026,200093,Physca_cecil_MZUALG17,Phylloscartes ceciliae,?,Phylloscartes ceciliae,Phylloscartes ceciliae,Phylloscartes ceciliae,Pipromorphidae,,
3027,200093,Physca_cecil_MZUALG17,Phylloscartes ceciliae,?,Phylloscartes ceciliae,Phylloscartes ceciliae,Phylloscartes ceciliae,Pipromorphidae,,
3028,2057,Physca_chap_L48498,Phylloscartes chapmani,chapmani,Phylloscartes chapmani,Phylloscartes chapmani,Pogonotriccus chapmani,Pipromorphidae,,name differs
3029,2057,Physca_chap_L48498,Phylloscartes chapmani,chapmani,Phylloscartes chapmani,Phylloscartes chapmani,Pogonotriccus chapmani,Pipromorphidae,,name differs
3030,2102,Physca_diffi_SP92493,Phylloscartes difficilis,-,Phylloscartes difficilis,Phylloscartes difficilis,Phylloscartes difficilis,Pipromorphidae,,
3031,2102,Physca_diffi_SP92493,Phylloscartes difficilis,-,Phylloscartes difficilis,Phylloscartes difficilis,Phylloscartes difficilis,Pipromorphidae,,
3032,2067,Physca_exius_K3613,Phylloscartes eximius,-,Phylloscartes eximius,Phylloscartes eximius,Pogonotriccus eximius,Pipromorphidae,,name differs
3033,2067,Physca_exius_K3613,Phylloscartes eximius,-,Phylloscartes eximius,Phylloscartes eximius,Pogonotriccus eximius,Pipromorphidae,,name differs
3034,NA,,Phylloscartes flaviventris,,Phylloscartes flaviventris,Phylloscartes flaviventris,Phylloscartes flaviventris,Pipromorphidae,,missing from tree
3035,2080,Physca_flavren_USNM525978,Phylloscartes flavovirens,?,Phylloscartes flavovirens,Phylloscartes flavovirens,Phylloscartes flavovirens,Pipromorphidae,,
3036,2080,Physca_flavren_USNM525978,Phylloscartes flavovirens,?,Phylloscartes flavovirens,Phylloscartes flavovirens,Phylloscartes flavovirens,Pipromorphidae,,
3037,2084,Physca_gual_L44634,Phylloscartes gualaquizae,-,Phylloscartes gualaquizae,Phylloscartes gualaquizae,Phylloscartes gualaquizae,Pipromorphidae,,
3038,2084,Physca_gual_L44634,Phylloscartes gualaquizae,-,Phylloscartes gualaquizae,Phylloscartes gualaquizae,Phylloscartes gualaquizae,Pipromorphidae,,
3039,2075,Physca_krone_MZUSP67751,Phylloscartes kronei,?,Phylloscartes kronei,Phylloscartes kronei,Phylloscartes kronei,Pipromorphidae,,
3040,2076,Physca_krone_MZUSP67757,Phylloscartes kronei,?,Phylloscartes kronei,Phylloscartes kronei,Phylloscartes kronei,Pipromorphidae,,
3041,2074,Physca_krone_FMNH344612,Phylloscartes kronei,?,Phylloscartes kronei,Phylloscartes kronei,Phylloscartes kronei,Pipromorphidae,,
3042,2074,Physca_krone_FMNH344612,Phylloscartes kronei,?,Phylloscartes kronei,Phylloscartes kronei,Phylloscartes kronei,Pipromorphidae,,
3043,2075,Physca_krone_MZUSP67751,Phylloscartes kronei,?,Phylloscartes kronei,Phylloscartes kronei,Phylloscartes kronei,Pipromorphidae,,
3044,2076,Physca_krone_MZUSP67757,Phylloscartes kronei,?,Phylloscartes kronei,Phylloscartes kronei,Phylloscartes kronei,Pipromorphidae,,
3045,2063,Physca_lanoni_IC31805,Phylloscartes lanyoni,-,Phylloscartes lanyoni,Phylloscartes lanyoni,Pogonotriccus lanyoni,Pipromorphidae,,name differs
