"V1" "lats.max" "lats.min" "lats.mid" "areas" "mig.dists" "regions"
"41" "Platyr_mysceu_MZUSP93536" "11.5343017580001" "-27.3889160159999" "-7.92730712899987" "486.341806662327" "0" "Neotropics"
"42" "Platyr_mysceu_MZUSP92485" "11.5343017580001" "-27.3889160159999" "-7.92730712899987" "486.341806662327" "0" "Neotropics"
"43" "Platyr_mysceu_MZUSP91268" "11.5343017580001" "-27.3889160159999" "-7.92730712899987" "486.341806662327" "0" "Neotropics"
"44" "Platyr_mysceu_MZUSP93234" "11.5343017580001" "-27.3889160159999" "-7.92730712899987" "486.341806662327" "0" "Neotropics"
"45" "Platyr_mysceu_MZUSP92487" "11.5343017580001" "-27.3889160159999" "-7.92730712899987" "486.341806662327" "0" "Neotropics"
"46" "Platyr_mysceu_MZUSP91466" "11.5343017580001" "-27.3889160159999" "-7.92730712899987" "486.341806662327" "0" "Neotropics"
"47" "Platyr_mysceu_MZUSP90974" "11.5343017580001" "-27.3889160159999" "-7.92730712899987" "486.341806662327" "0" "Neotropics"
"48" "Platyr_mysceu_MZUSP90978" "11.5343017580001" "-27.3889160159999" "-7.92730712899987" "486.341806662327" "0" "Neotropics"
"49" "Platyr_mysceu_MZUSP90975" "11.5343017580001" "-27.3889160159999" "-7.92730712899987" "486.341806662327" "0" "Neotropics"
"50" "Platyr_mysceu_MZUSP91465" "11.5343017580001" "-27.3889160159999" "-7.92730712899987" "486.341806662327" "0" "Neotropics"
"51" "Platyr_mysceu_L28375" "11.5343017580001" "-27.3889160159999" "-7.92730712899987" "486.341806662327" "0" "Neotropics"
"52" "Platyr_sattus_L55356" "7.5535278320001" "-2.94503824899988" "2.30424479150011" "245.434192408771" "0" "Neotropics"
"53" "Platyr_plarhy_SB10936" "7.67407226600011" "-2.23052978599992" "2.72177124000009" "451.754608993163" "0" "Neotropics"
"54" "Platyr_leuphu_K228" "-19.5336914069999" "-29.1538085939999" "-24.3437500004999" "44.3458687212209" "0" "Neotropics"
"55" "Platyr_flavgul_L33080" "10.9636840820001" "-6.59440047399988" "2.18464180400011" "9.36070561920597" "0" "Neotropics"
"56" "Calytur_criata_A494721" "-21.8759765619998" "-23.3233032229999" "-22.5996398924999" "0.255772654228592" "0" "Neotropics"
"57" "Neopip_cinmom_L42825" "7.69873046800018" "5.45288085900023" "6.5758056635002" "271.780323442205" "0" "Neotropics"
"58" "Ampide_tschu_L33807" "10.7866821290002" "-1.86783830999985" "4.45942190950015" "16.5261507349553" "0" "Neotropics"
"59" "Pipreo_form_LSUMZ68564" "10.7631225590002" "10.0526733400001" "10.4078979495002" "0.994552261409618" "0" "Neotropics"
"60" "Pipreo_chldot_L5435" "1.26910400400021" "-13.4232602049998" "-6.07707810049982" "7.20594190439648" "0" "Neotropics"
"61" "Pipreo_front_L40018" "-0.194885253999928" "-9.71589768999996" "-4.95539147199995" "12.4529052010294" "0" "Neotropics"
"62" "Pipreo_front_KU21555" "-0.194885253999928" "-9.71589768999996" "-4.95539147199995" "12.4529052010294" "0" "Neotropics"
"63" "Pipreo_lubo_L33137" "2.11547851500018" "-6.17327880799991" "-2.02890014649986" "2.30441089230488" "0" "Neotropics"
"64" "Pipreo_jucu_YPM40970" "3.42633056600022" "-2.35192871099986" "0.53720092750018" "1.12466291410666" "0" "Neotropics"
"65" "Pipreo_pulhra_L8055" "-7.40722656199983" "-13.4171752929999" "-10.4122009274999" "6.47297557642374" "0" "Neotropics"
"66" "Pipreo_aurtus_H99" "11.1165161140001" "1.26912112600024" "6.1928186200002" "6.86480416455724" "0" "Neotropics"
"67" "Pipreo_whilyi_SB15796" "5.81689453100017" "4.86029052700025" "5.33859252900021" "2.02247508322764" "0" "Neotropics"
"68" "Pipreo_arcu_L31988" "10.9207153320002" "-5.72418212899993" "2.59826660150014" "21.3483333999613" "0" "Neotropics"
"69" "Pipreo_rief_IAvHBTAMC910" "10.8754882810001" "-9.29374438899987" "0.790871946000124" "21.0007316506122" "0" "Neotropics"
"70" "Pipreo_inter_L7982" "-7.91790771499984" "-17.9124755859999" "-12.9151916504998" "10.1114280214575" "0" "Neotropics"
"71" "Rupico_rupola_SB10476" "8.30047607400019" "-1.48107910199997" "3.40969848600011" "168.313607540238" "0" "Neotropics"
"72" "Rupico_peruvi_L2001" "8.33892822300021" "-9.27740478599992" "-0.469238281499855" "21.1372640287283" "0" "Neotropics"
"73" "Phoeni_carni_K1252" "7.40728759700022" "-2.23052978599992" "2.58837890550015" "112.84861029753" "0" "Neotropics"
"74" "Phoeni_nigcol_A14164" "1.93249511700014" "-11.9754028319999" "-5.02145385749989" "215.069016006489" "0" "Neotropics"
"75" "Snowor_crylop_L44395" "6.4153657600001" "-5.4100952149999" "0.5026352725001" "8.92210480406222" "0" "Neotropics"
"76" "Snowor_subal_L5560" "1.48687744100016" "-12.4216069399999" "-5.46736474949989" "4.89057799621991" "0" "Neotropics"
"77" "Carpor_cucul_SP93535" "-19.1082763669999" "-31.8511962889999" "-25.4797363279999" "22.6229095783193" "0" "Neotropics"
"78" "Carpor_melala_SPCMML54" "-9.22229003899997" "-23.7106933589998" "-16.4664916989999" "7.22397904349396" "0" "Neotropics"
"79" "Zarato_strman_L2074" "-7.92742919899985" "-14.9279785159999" "-11.4277038574999" "6.73541622238684" "52.134926046662" "Neotropics"
"80" "Phibal_flaviro_SP88683" "-12.9119262699999" "-28.0562133789999" "-20.4840698244999" "96.4124928711374" "105.758392120488" "Neotropics"
"81" "Phytot_rara_A12160" "-27.2883911129999" "-51.7202758789999" "-39.5043334959999" "52.0991569575954" "437.718772757861" "Neotropics"
"82" "Phytot_rutila_LSU1211" "-16.0853881829999" "-43.9628906249999" "-30.0241394039999" "168.083898835993" "209.723788836967" "Neotropics"
"83" "Phytot_raidii_LSU448" "-3.46240234399994" "-11.2672119139999" "-7.3648071289999" "1.44921573671415" "0" "Neotropics"
"84" "Phytot_raidii_L451" "-3.46240234399994" "-11.2672119139999" "-7.3648071289999" "1.44921573671415" "0" "Neotropics"
"85" "Ampion_rufax_L1673" "6.96289062500017" "-14.42401123" "-3.7305603024999" "6.58636182636631" "0" "Neotropics"
"86" "Ampion_rubcri_L32291" "11.2150878900002" "6.1785278320001" "8.69680786100014" "34.0239014144622" "0" "Neotropics"
"87" "Dolior_remse_P18878" "4.62408447300015" "-4.79229736399998" "-0.0841064454999128" "1.08510048887059" "0" "Neotropics"
"88" "Dolior_scleri_L8390" "-8.00280761699997" "-11.6807250979999" "-9.84176635749995" "1.07498346066773" "0" "Neotropics"
"89" "Coniop_mcilh_L78827" "-8.53417968799982" "-13.0195922849998" "-10.7768859864998" "12.0888329407437" "0" "Neotropics"
"90" "Coniop_mcilh_K1416" "-8.53417968799982" "-13.0195922849998" "-10.7768859864998" "12.0888329407437" "0" "Neotropics"
"91" "Gymnod_foe_L15044" "7.39227294900013" "-0.529174804999968" "3.43154907200008" "431.516424198247" "0" "Neotropics"
"92" "Carpod_hopkei_L29961" "8.15570068400012" "0.400695801000097" "4.27819824250011" "7.8467300366151" "0" "Neotropics"
"93" "Carpod_nitdus_A247754" "16.0270996090001" "14.0150756830002" "15.0210876460002" "8.59474341041569" "0" "Neotropics"
"94" "Carpod_antiae_YPM56780" "10.1923217780002" "7.70681905700019" "8.94957041750018" "0.180523048075698" "0" "Neotropics"
"95" "Xiphol_puncea_L20380" "8.65148925700021" "-3.00097656199995" "2.82525634750013" "296.521748745605" "0" "Neotropics"
"96" "Xiphol_atrpur_FMNH427188" "-6.61669921899988" "-22.3101806639999" "-14.4634399414999" "18.3013787806747" "0" "Neotropics"
"97" "Xiphol_lampen_MPEGMPDS929" "-0.582519531999935" "-9.5734252929999" "-5.07797241249992" "82.1965913256761" "0" "Neotropics"
"98" "Porphy_porema_L40718" "1.53308105500014" "-13.9890136719999" "-6.2279663084999" "178.929363680115" "0" "Neotropics"
"99" "Cotin_mayna_L4762" "2.1939086910001" "-13.6065063469999" "-5.70629882799989" "208.363241713001" "0" "Neotropics"
"100" "Cotin_macata_MZUSP25763" "-13.1395874029998" "-19.4248046879999" "-16.2821960454999" "13.5241236030811" "0" "Neotropics"
"101" "Cotin_macata_LACM60338" "-13.1395874029998" "-19.4248046879999" "-16.2821960454999" "13.5241236030811" "0" "Neotropics"
"102" "Cotin_coti_GDPN147" "7.69012451100019" "-10.4804155849999" "-1.39514553699988" "155.548383060487" "0" "Neotropics"
"103" "Cotin_natte_L28741" "9.62652587900021" "0.36047363300014" "4.99349975600018" "14.4267342003561" "0" "Neotropics"
"104" "Cotin_ridway_LSUMZ161196" "10.2946777340002" "7.57647705000016" "8.9355773920002" "1.08137952372099" "0" "Neotropics"
"105" "Cotin_amabi_KU104762" "19.0364990240001" "14.7523193360002" "16.8944091800002" "25.2685547448383" "0" "Neotropics"
"106" "Cotin_cayan_L9602" "8.77868652300015" "-2.23052978599992" "3.27407836850011" "519.222789214421" "0" "Neotropics"
"107" "Procni_avera_MPEG33151" "11.3599432330001" "-10.7802124019998" "0.289865415500117" "91.9493659160614" "0" "Neotropics"
"108" "Procni_avera_MPEG33152" "11.3599432330001" "-10.7802124019998" "0.289865415500117" "91.9493659160614" "0" "Neotropics"
"109" "Procni_avera_MZUSP90159" "11.3599432330001" "-10.7802124019998" "0.289865415500117" "91.9493659160614" "0" "Neotropics"
"110" "Procni_avera_SP90160" "11.3599432330001" "-10.7802124019998" "0.289865415500117" "91.9493659160614" "0" "Neotropics"
"111" "Procni_nudicol_MPEGCMN28" "-8.19830322299987" "-32.2153930659999" "-20.2068481444999" "128.340826337877" "0" "Neotropics"
"112" "Procni_albus_SB11635" "8.2852783200002" "-5.07501220699987" "1.60513305650016" "42.9775778051894" "0" "Neotropics"
"113" "Procni_tritus_SB2303" "15.6240844730001" "7.36529541000021" "11.4946899415002" "2.07477999099414" "53.8378217617691" "Neotropics"
"114" "Lipau_strrus_K4008" "6.01110839900002" "4.4937133790001" "5.25241088900006" "3.86437671644934" "0" "Neotropics"
"115" "Lipau_lanides_SP91038" "-14.4409790039999" "-27.1243286129998" "-20.7826538084998" "22.1784752431945" "0" "Neotropics"
"116" "Tijuca_atra_SPL100952" "-22.0239190099999" "-22.975703412" "-22.499811211" "0.861991016787341" "0" "Neotropics"
"117" "Tijuca_condi_RJ54051" "-22.2547443569999" "-22.5703188599999" "-22.4125316084999" "0.0263266567015143" "0" "Neotropics"
"118" "Lipau_weberi_H2080" "7.12829589900008" "6.85913086000011" "6.99371337950009" "0.07675862315186" "0" "Neotropics"
"119" "Lipau_weberi_H4853" "7.12829589900008" "6.85913086000011" "6.99371337950009" "0.07675862315186" "0" "Neotropics"
"120" "Lipau_urolis_SM24135" "-12.0396980289999" "-17.1000976559999" "-14.5698978424999" "1.3051449278464" "0" "Neotropics"
"121" "Lipau_urolis_L58450" "-12.0396980289999" "-17.1000976559999" "-14.5698978424999" "1.3051449278464" "0" "Neotropics"
"122" "Lipau_fuscin_IC33464" "7.42889404300024" "-5.20019531199989" "1.11434936550017" "3.47098366933401" "0" "Neotropics"
"123" "Lipau_fuscin_H5187" "7.42889404300024" "-5.20019531199989" "1.11434936550017" "3.47098366933401" "0" "Neotropics"
"124" "Lipau_vocran_MPEGUNA027" "10.5828857420001" "-13.2045898429999" "-1.31085205049988" "578.766138676052" "0" "Neotropics"
"125" "Lipau_vocran_L11030" "10.5828857420001" "-13.2045898429999" "-1.31085205049988" "578.766138676052" "0" "Neotropics"
"126" "Lipau_vocran_L3149" "10.5828857420001" "-13.2045898429999" "-1.31085205049988" "578.766138676052" "0" "Neotropics"
"127" "Lipau_unifus_L11747" "18.4476928710002" "0.400695801000097" "9.42419433600014" "38.6031412608896" "0" "Neotropics"
"128" "Lipau_unifus_L72146" "18.4476928710002" "0.400695801000097" "9.42419433600014" "38.6031412608896" "0" "Neotropics"
"129" "Haemat_milit_SB12587" "6.97167968700012" "-11.7849054699999" "-2.40661289149989" "84.9112221386571" "0" "Neotropics"
"130" "Querul_purata_L27363" "11.2192993160002" "-1.64440917899998" "4.78744506850009" "461.989504420517" "0" "Neotropics"
"131" "Pyrode_scutus_L44166" "11.0364990240001" "-23.0263061529999" "-5.99490356449988" "183.273791279784" "0" "Neotropics"
"132" "Pyrode_scutus_SP93046" "11.0364990240001" "-23.0263061529999" "-5.99490356449988" "183.273791279784" "0" "Neotropics"
"133" "Periss_tricol_SB11617" "8.26330566400014" "-1.53350830099993" "3.36489868150011" "134.708415865828" "0" "Neotropics"
"134" "Cephal_glabr_L52901" "10.7977294930001" "8.40069580000022" "9.59921264650015" "1.18247033625246" "87.5610542294595" "Neotropics"
"135" "Cephal_orntus_GTLP201" "7.83032226600011" "-17.3353881839998" "-4.75253295899986" "451.401209270143" "0" "Neotropics"
"136" "Cephal_penger_L11737" "4.2789306640002" "-2.55767822299993" "0.860626220500137" "11.4098187015713" "0" "Neotropics"
"137" "Neopel_chrlop_F395453" "-20.1047973639999" "-23.060913086" "-21.5828552249999" "14.0087855495559" "0" "Neotropics"
"138" "Neopel_chrlum_A13890" "7.67651367100024" "-4.12976147699987" "1.77337609700018" "57.2997116916029" "0" "Neotropics"
"139" "Neopel_sulven_L15218" "-4.84887695299989" "-17.4179077139999" "-11.1333923334999" "96.0250886718718" "0" "Neotropics"
"140" "Neopel_palcen_L14646" "2.91023259300016" "-6.60089111299993" "-1.84532925999989" "203.814443989605" "0" "Neotropics"
"141" "Neopel_aurons_MFV1262" "-12.3693237309999" "-22.4577026369999" "-17.4135131839999" "24.5933227160817" "0" "Neotropics"
"142" "Tyraneu_vircen_L25483" "8.44152832000009" "-1.36700439499998" "3.53726196250005" "96.7791606103259" "0" "Neotropics"
"143" "Tyraneu_stolzm_L13803" "7.21972656300011" "-1.88641357499989" "2.66665649400011" "433.317274686546" "0" "Neotropics"
"144" "Chirox_bolana_L39150" "-12.766479492" "-20.5618896479999" "-16.6641845699999" "6.66961765969815" "0" "Neotropics"
"145" "Chirox_cauata_A2458" "-14.7492065429998" "-31.8347778319998" "-23.2919921874998" "129.219734643756" "0" "Neotropics"
"146" "Antilo_galata_L14634" "-4.96838378899992" "-24.274780273" "-14.6215820309999" "166.335559633489" "0" "Neotropics"
"147" "Antilo_boker_Abo1" "-7.21649169899996" "-7.44488525399981" "-7.33068847649989" "0.00266523097208107" "0" "Neotropics"
"148" "Chirox_parola_MPEGPEMA18" "11.3461303710002" "-23.3545837399999" "-6.00422668449983" "412.745320684287" "0" "Neotropics"
"149" "Chirox_linris_W104044" "17.243286133" "11.0991210940002" "14.1712036135001" "9.25323003214621" "0" "Neotropics"
"150" "Chirox_lanata_L46674" "12.4890747070002" "5.21945041900022" "8.85426256300019" "35.5791967400471" "0" "Neotropics"
"151" "Ilicura_milit_GSB15" "-13.9613037109999" "-27.3413085939998" "-20.6513061524998" "73.29264427721" "0" "Neotropics"
"152" "Masius_chrter_H7438" "9.69110107400019" "-5.41088867199983" "2.14010620100018" "14.408138837478" "0" "Neotropics"
"153" "Corapi_alter_LSU28374" "15.8804931640001" "3.98968505900012" "9.93508911150013" "22.0298620129964" "0" "Neotropics"
"154" "Corapi_leurho_ICN33757" "15.8804931640001" "3.98968505900012" "9.93508911150013" "22.0298620129964" "0" "Neotropics"
"155" "Corapi_gutlis_L48430" "7.51330566400009" "5.45288085900023" "6.48309326150016" "90.1543863696236" "0" "Neotropics"
"156" "Xenopi_atrten_L42648" "6.95849609400011" "-14.6236998659999" "-3.83260188599988" "161.993473163024" "0" "Neotropics"
"157" "Xenopi_uninis_SB23771" "6.82528736800009" "3.87475572100021" "5.35002154450015" "5.73527725144304" "0" "Neotropics"
"158" "Lepthr_suavi_L48471" "7.51147461000011" "0.735900879000155" "4.12368774450013" "25.3016032605952" "0" "Neotropics"
"159" "Lepthr_seren_L45819" "7.1087036130001" "5.45288085900023" "6.28079223600017" "47.4637635340776" "0" "Neotropics"
"160" "Lepthr_coeru_L1985" "-7.92761230499991" "-14.3706054689999" "-11.1491088869999" "11.6264965273203" "0" "Neotropics"
"161" "Lepthr_isirei_IC35523" "5.21008300800014" "-8.6102905269999" "-1.70010375949988" "7.15065214315715" "0" "Neotropics"
"162" "Lepthr_corata_L7218" "9.77429199200003" "0.400695801000097" "5.08749389650006" "263.429728537239" "0" "Neotropics"
"163" "Lepthr_natte_L18402" "-2.14080810599989" "-14.933410645" "-8.53710937549994" "71.3862533791436" "0" "Neotropics"
"164" "Lepthr_iris_MPEGMF56" "-0.582519531999935" "-6.74230957099991" "-3.66241455149992" "39.8283426714201" "0" "Neotropics"
"165" "Lepthr_vilasi_G59269" "-4.7191772459999" "-7.20831298799988" "-5.96374511699989" "6.46745207854796" "0" "Neotropics"
"166" "Lepthr_vilasi_G59270" "-4.7191772459999" "-7.20831298799988" "-5.96374511699989" "6.46745207854796" "0" "Neotropics"
"167" "Crypto_holoch_LSU11810" "9.44287109400017" "1.1340942380001" "5.28848266600014" "39.4665142750191" "0" "Neotropics"
"168" "Crypto_holoch_L5505" "9.44287109400017" "1.1340942380001" "5.28848266600014" "39.4665142750191" "0" "Neotropics"
"169" "Dixiph_pipra_L55337" "11.0496826170002" "-13.8712768549999" "-1.41079711899985" "404.263672397213" "0" "Neotropics"
"170" "Cerato_cornu_L48294" "7.61407470700016" "0.571899414000086" "4.09298706050012" "28.1553634629803" "0" "Neotropics"
"171" "Cerato_mental_L60940" "21.3538818360001" "0.400695801000097" "10.8772888185001" "47.0210323489228" "0" "Neotropics"
"172" "Cerato_rubcap_L18453" "-0.100280761999841" "-8.05529785099986" "-4.07778930649985" "278.703039417506" "0" "Neotropics"
"173" "Cerato_eryala_L42097" "12.4639282230002" "5.71173095700021" "9.08782959000021" "281.551136618448" "0" "Neotropics"
"174" "Cerato_eryala_L55344" "12.4639282230002" "5.71173095700021" "9.08782959000021" "281.551136618448" "0" "Neotropics"
"175" "Cerato_chlmer_L40196" "-6.13647460899983" "-17.6992187499998" "-11.9178466794998" "39.220861075755" "0" "Neotropics"
"176" "Machae_delsus_L11828" "5.48130091800004" "-3.93184682099997" "0.77472704850004" "3.26274807013334" "0" "Neotropics"
"177" "Machae_pyrlus_L22641" "7.64594003000013" "-1.12707519499992" "3.25943241750011" "184.238161977466" "0" "Neotropics"
"178" "Machae_reglus_MPEGUNA8" "-12.2062988279998" "-22.986694336" "-17.5964965819999" "10.719715625714" "0" "Neotropics"
"179" "Machae_reglus_L42519" "10.3001098630002" "-8.92419433599997" "0.687957763500094" "169.461428346236" "0" "Neotropics"
"180" "Machae_reglus_ICN37287" "10.3001098630002" "-8.92419433599997" "0.687957763500094" "169.461428346236" "0" "Neotropics"
"181" "Machae_reglus_FMNH344155" "10.3001098630002" "-8.92419433599997" "0.687957763500094" "169.461428346236" "0" "Neotropics"
"182" "Pipra_filic_L20244" "10.9735107420001" "10.2717285160001" "10.6226196290001" "212.984609243662" "0" "Neotropics"
"183" "Pipra_fasuda_L18537" "-3.19738769499997" "-26.9335937499999" "-15.0654907225" "400.8183712129" "0" "Neotropics"
"184" "Pipra_aurola_SB14446" "10.7650756840002" "-2.23052978599992" "4.26727294900016" "54.75620407604" "0" "Neotropics"
"185" "Heteroc_lintea_L14715" "-1.93847656299994" "-13.9955744549999" "-7.96702550899994" "176.399038647768" "0" "Neotropics"
"186" "Heteroc_flavtex_A12395" "6.22229003900014" "-3.2841186519999" "1.46908569350012" "67.3345290037791" "0" "Neotropics"
"187" "Heteroc_autiivert_L42512" "-0.146179198999903" "-5.71843057499984" "-2.93230488699987" "19.039865308231" "0" "Neotropics"
"188" "Heteroc_autiivert_LAlvarez" "-0.146179198999903" "-5.71843057499984" "-2.93230488699987" "19.039865308231" "0" "Neotropics"
"189" "Manacus_manac_L45831" "12.4639282230002" "-28.5090274809999" "-8.02254962899985" "620.044438467822" "0" "Neotropics"
"190" "Manacus_aurcus_L71959" "9.7645263670002" "7.19787597700019" "8.4812011720002" "2.43196249542834" "0" "Neotropics"
"191" "Manacus_cande_L71894" "18.5808715820001" "14.0150756830002" "16.2979736325001" "23.9897864063219" "0" "Neotropics"
"192" "Manacus_vitnus_L28569" "9.6375122070001" "2.60089111300016" "6.11920166000013" "9.80172078789613" "0" "Neotropics"
"193" "Manacus_vitnus_L2206" "9.6375122070001" "2.60089111300016" "6.11920166000013" "9.80172078789613" "0" "Neotropics"
"194" "Manacus_manac_LSUMZ12013" "12.4639282230002" "-28.5090274809999" "-8.02254962899985" "620.044438467822" "0" "Neotropics"
"195" "Chloro_unico_FMNH474328" "-0.221496581999872" "-5.49212646499984" "-2.85681152349986" "4.69865873794007" "0" "Neotropics"
"196" "Chloro_flavla_H7851" "6.82067871100008" "-1.55987548799993" "2.63040161150008" "2.66278207110733" "0" "Neotropics"
"197" "Neodre_hypxan_F363809" "-13.5402538369999" "-24.7798758449999" "-19.1600648409999" "1.11230968631754" "0" "Africa"
"198" "Neodre_corsca_F345711" "-13.3161117559999" "-19.1788673369998" "-16.2474895464998" "4.69950125602342" "0" "Africa"
"199" "Philep_casnea_F438676" "-13.3635154839999" "-23.101697596" "-18.2326065399999" "3.95806810341351" "0" "Africa"
"200" "Philep_schgel_F431191" "-12.8761952139999" "-17.5828380729999" "-15.2295166434999" "6.91001026803316" "0" "Africa"
"201" "Pseutom_graueri_F311050" "-0.82647705099987" "-4.59771728499982" "-2.71209716799984" "1.51050171626417" "0" "Africa"
"202" "Pseutom_graueri_A764296" "-0.82647705099987" "-4.59771728499982" "-2.71209716799984" "1.51050171626417" "0" "Africa"
"203" "Corydo_sumnus_L77291" "20.4375000000001" "-3.21301269499997" "8.61224365250007" "182.261190604443" "0" "AsiaAustralia"
"204" "Psaris_dalsia_K25407" "30.6289062500002" "5.15747070300017" "17.8931884765002" "113.844116300197" "0" "AsiaAustralia"
"205" "Euryla_steer_K20930" "12.5880737310002" "6.74890136800019" "9.66848754950021" "9.92940010553433" "0" "AsiaAustralia"
"206" "Euryla_steer_K19050" "12.5880737310002" "6.74890136800019" "9.66848754950021" "9.92940010553433" "0" "AsiaAustralia"
"207" "Serilo_lunat_SB15168" "28.3792548600002" "5.2689777870001" "16.8241163235001" "128.871593684925" "0" "AsiaAustralia"
"208" "Cymrhy_macrhy_L61536" "20.5692749030002" "-3.36541747999991" "8.60192871150016" "141.402389735376" "0" "AsiaAustralia"
